type,id,bnf_code,nm
amp,17026511000001100,0301011R0AAAXAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,17927211000001106,0301011R0AAAXAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
amp,18080711000001105,0301011R0AAAXAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Fannin UK Ltd)
amp,30891911000001100,0301011R0AAAXAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
vmp,320177008,0301011R0AAAXAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials
amp,161811000001109,0301011R0AAAZAZ,Salbutamol 2mg tablets (Kent Pharmaceuticals Ltd)
amp,287611000001100,0301011R0AAAZAZ,Salbutamol 2mg tablets (Approved Prescription Services Ltd)
amp,506611000001108,0301011R0AAAZAZ,Salbutamol 2mg tablets (Actavis UK Ltd)
amp,659111000001106,0301011R0AAAZAZ,Salbutamol 2mg tablets (A A H Pharmaceuticals Ltd)
amp,921311000001107,0301011R0AAAZAZ,Salbutamol 2mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,21895211000001100,0301011R0AAAZAZ,Salbutamol 2mg tablets (Waymade Healthcare Plc)
amp,30094911000001103,0301011R0AAAZAZ,Salbutamol 2mg tablets (DE Pharmaceuticals)
vmp,320106000,0301011R0AAAZAZ,Salbutamol 2mg tablets
amp,52811000001102,0301011R0AABABA,Salbutamol 4mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,194411000001107,0301011R0AABABA,Salbutamol 4mg tablets (Actavis UK Ltd)
amp,258311000001100,0301011R0AABABA,Salbutamol 4mg tablets (Kent Pharmaceuticals Ltd)
amp,262711000001105,0301011R0AABABA,Salbutamol 4mg tablets (A A H Pharmaceuticals Ltd)
amp,273911000001107,0301011R0AABABA,Salbutamol 4mg tablets (Approved Prescription Services Ltd)
amp,21895411000001101,0301011R0AABABA,Salbutamol 4mg tablets (Waymade Healthcare Plc)
amp,30095111000001102,0301011R0AABABA,Salbutamol 4mg tablets (DE Pharmaceuticals)
vmp,320104002,0301011R0AABABA,Salbutamol 4mg tablets
vmp,320180009,0301011R0AABBBB,Salbutamol 5mg/ml nebuliser liquid
vmp,320119001,0301011R0AABCBC,Salbutamol 5mg/5ml solution for infusion ampoules
amp,3379611000001104,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
amp,3381111000001101,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Mylan)
amp,9102511000001109,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Teva UK Ltd)
amp,10454011000001100,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
amp,11006711000001101,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Actavis UK Ltd)
amp,12880811000001108,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)
amp,17026711000001105,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,17927411000001105,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
amp,18080911000001107,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Fannin UK Ltd)
amp,30892111000001108,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
vmp,320171009,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials
vmp,320096005,0301011R0AABEBE,Salbutamol 4mg modified-release tablets
vmp,35937111000001101,0301011R0AABFBF,Salbutamol 8mg modified-release tablets
amp,161111000001102,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
amp,221511000001100,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free (Sandoz Ltd)
amp,803911000001107,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
amp,896511000001106,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd)
amp,13626311000001105,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free (Pinewood Healthcare)
vmp,320108004,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free
vmp,320099003,0301011R0AABMBM,Salbutamol 4mg modified-release capsules
vmp,320100006,0301011R0AABPBP,Salbutamol 8mg modified-release capsules
vmp,320151000,0301011R0AABUBU,Salbutamol 100micrograms/dose breath actuated inhaler CFC free
amp,4889111000001103,0301011R0AABVBV,Salbutamol 5mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd)
vmp,35937011000001102,0301011R0AABVBV,Salbutamol 5mg/50ml solution for infusion vials
vmp,9207411000001106,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler
vmp,13566211000001103,0301011R0AACBCB,Salbutamol 100micrograms/dose dry powder inhalation cartridge with device
vmp,13566111000001109,0301011R0AACCCC,Salbutamol 100micrograms/dose dry powder inhalation cartridge
amp,840111000001107,0301011R0BDAEAP,Salbulin 100micrograms/dose inhaler (3M Health Care Ltd)
amp,3382711000001107,0301011R0BEAHAQ,Ventolin 200micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
amp,222311000001102,0301011R0BEAIAP,Ventolin 100micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
amp,892011000001102,0301011R0BEAMBG,Ventolin 2mg/5ml syrup (GlaxoSmithKline UK Ltd)
amp,3387011000001107,0301011R0BEANAX,Ventolin 2.5mg Nebules (GlaxoSmithKline UK Ltd)
amp,3214211000001100,0301011R0BEAPAV,Ventolin 200microgram Rotacaps (GlaxoSmithKline UK Ltd)
amp,3218011000001101,0301011R0BEAQAW,Ventolin 400microgram Rotacaps (GlaxoSmithKline UK Ltd)
amp,4843911000001107,0301011R0BEARBB,Ventolin 5mg/ml respirator solution (GlaxoSmithKline UK Ltd)
amp,3926911000001108,0301011R0BEATAU,Ventolin 500micrograms/1ml solution for injection ampoules (GlaxoSmithKline UK Ltd)
amp,886111000001103,0301011R0BEAUBC,Ventolin 5mg/5ml solution for infusion ampoules (GlaxoSmithKline UK Ltd)
amp,3381811000001108,0301011R0BEAXBD,Ventolin 5mg Nebules (GlaxoSmithKline UK Ltd)
amp,3386411000001100,0301011R0BGABAX,Maxivent 2.5mg/2.5ml nebuliser liquid unit dose Steripoule vials (Ashbourne Pharmaceuticals Ltd)
amp,3380811000001100,0301011R0BGACBD,Maxivent 5mg/2.5ml nebuliser liquid unit dose Steripoule vials (Ashbourne Pharmaceuticals Ltd)
amp,3387511000001104,0301011R0BIADAX,Salamol 2.5mg/2.5ml nebuliser liquid Steri-Neb unit dose vials (Teva UK Ltd)
amp,3383511000001109,0301011R0BIAEBD,Salamol 5mg/2.5ml nebuliser liquid Steri-Neb unit dose vials (Teva UK Ltd)
amp,106511000001103,0301011R0BIAFAP,Salamol 100micrograms/dose inhaler CFC free (Teva UK Ltd)
amp,3215311000001107,0301011R0BIAGBU,Salamol 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)
amp,20434411000001107,0301011R0BIAHAP,Salamol 100micrograms/dose inhaler CFC free (Arrow Generics Ltd)
amp,3186011000001104,0301011R0BJABAF,Asmasal 95micrograms/dose Clickhaler (Focus Pharmaceuticals Ltd)
amp,3293111000001105,0301011R0BKADAD,Aerolin 100micrograms/dose Autohaler (3M Health Care Ltd)
amp,3080411000001101,0301011R0BLAAAI,Ventodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd)
amp,3086111000001109,0301011R0BLABAK,Ventodisks 200microgram (GlaxoSmithKline UK Ltd)
amp,3083011000001100,0301011R0BLACAJ,Ventodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd)
amp,3089011000001102,0301011R0BLADAL,Ventodisks 400microgram (GlaxoSmithKline UK Ltd)
amp,597011000001101,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler (Teva UK Ltd)
amp,3214311000001108,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler (Teva UK Ltd)
amp,196411000001104,0301011R0BNAABE,Volmax 4mg modified-release tablets (GlaxoSmithKline UK Ltd)
amp,831811000001109,0301011R0BNABBF,Volmax 8mg modified-release tablets (GlaxoSmithKline UK Ltd)
amp,3214611000001103,0301011R0BPACAV,Salbutamol 200 Cyclocaps (Teva UK Ltd)
amp,3217611000001109,0301011R0BPADAW,Salbutamol 400 Cyclocaps (Teva UK Ltd)
amp,626411000001107,0301011R0BSAABM,Ventmax SR 4mg capsules (Chiesi Ltd)
amp,281511000001105,0301011R0BSABBP,Ventmax SR 8mg capsules (Chiesi Ltd)
amp,3384111000001103,0301011R0BTAABX,Pulvinal Salbutamol 200micrograms/dose dry powder inhaler (Chiesi Ltd)
amp,650211000001107,0301011R0BUAABG,Salapin 2mg/5ml syrup (Pinewood Healthcare)
amp,9040011000001103,0301011R0BVAAAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose Steripoule vials (Galen Ltd)
amp,9040211000001108,0301011R0BVABBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose Steripoule vials (Galen Ltd)
amp,9205211000001104,0301011R0BWAABZ,Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
amp,9204911000001109,0301011R0BWABCA,Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
amp,13533511000001104,0301011R0BXAACB,Salbulin Novolizer 100micrograms/dose inhalation powder (Mylan)
amp,13533711000001109,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation powder refill (Mylan)
amp,18148111000001107,0301011R0BYAAAP,Asmavent 100micrograms/dose inhaler CFC free (Kent Pharmaceuticals Ltd)
amp,22503111000001109,0301011R0BZAAAP,AirSalb 100micrograms/dose inhaler CFC free (Sandoz Ltd)
vmp,35937811000001108,0301011U0AAAAAA,Salmeterol 50microgram inhalation powder blisters with device
vmp,35938011000001101,0301011U0AAABAB,Salmeterol 50microgram inhalation powder blisters
vmp,320244004,0301011U0AAACAC,Salmeterol 25micrograms/dose inhaler
vmp,320250009,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler
vmp,10075611000001101,0301011U0AAAHAH,Salmeterol 25micrograms/dose inhaler CFC free
amp,3084011000001103,0301011U0BBAAAA,Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)
amp,3082411000001100,0301011U0BBABAB,Serevent 50microgram disks (GlaxoSmithKline UK Ltd)
amp,408911000001105,0301011U0BBACAC,Serevent 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)
amp,3380111000001107,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)
amp,10073011000001107,0301011U0BBAFAH,Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
amp,19562111000001107,0301011U0BDAAAH,Neovent 25micrograms/dose inhaler CFC free (Teva UK Ltd)
amp,19568411000001100,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharmaceuticals Ltd)
amp,22650111000001100,0301011U0BFAAAH,Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd)
amp,33561211000001109,0301011U0BGAAAH,Soltel 25micrograms/dose inhaler CFC free (Cipla EU Ltd)
vmp,320206008,0301011V0AAAAAA,Terbutaline 250micrograms/dose inhaler
vmp,35916211000001103,0301011V0AAABAB,Terbutaline 500micrograms/1ml solution for injection ampoules
amp,9111011000001106,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Galen Ltd)
amp,11150411000001106,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
amp,11256611000001108,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
amp,12062211000001109,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,17661711000001102,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
amp,21787311000001103,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)
amp,22355111000001103,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (AM Distributions (Yorkshire) Ltd)
amp,30924211000001107,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
vmp,3654411000001106,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials
vmp,35916111000001109,0301011V0AAAFAF,Terbutaline 250micrograms/dose inhaler with spacer
amp,225511000001102,0301011V0AAAGAG,Terbutaline 1.5mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd)
amp,248411000001109,0301011V0AAAGAG,Terbutaline 1.5mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
amp,9239411000001108,0301011V0AAAGAG,Terbutaline 1.5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
vmp,35915911000001100,0301011V0AAAGAG,Terbutaline 1.5mg/5ml oral solution sugar free
vmp,320203000,0301011V0AAAHAH,Terbutaline 5mg tablets
vmp,35916411000001104,0301011V0AAAIAI,Terbutaline 7.5mg modified-release tablets
vmp,35916011000001108,0301011V0AAAKAK,Terbutaline 2.5mg/5ml solution for injection ampoules
vmp,320200002,0301011V0AAAXAX,Terbutaline 10mg/ml nebuliser liquid
amp,28194211000001100,0301011V0AABABA,Terbutaline 7.5mg/15ml solution for infusion pre-filled syringes (Special Order)
vmp,28279711000001100,0301011V0AABABA,Terbutaline 7.5mg/15ml solution for infusion pre-filled syringes
vmp,35916311000001106,0301011V0AABBBB,Terbutaline 500micrograms/dose dry powder inhaler
amp,738811000001100,0301011V0BBAAAH,Bricanyl 5mg tablets (AstraZeneca UK Ltd)
amp,726111000001105,0301011V0BBABAG,Bricanyl 1.5mg/5ml syrup (AstraZeneca UK Ltd)
amp,691211000001105,0301011V0BBACAB,Bricanyl 500micrograms/1ml solution for injection ampoules (AstraZeneca UK Ltd)
amp,3248011000001106,0301011V0BBADAA,Bricanyl 250micrograms/dose inhaler (AstraZeneca UK Ltd)
amp,3248711000001108,0301011V0BBAFAF,Bricanyl 250micrograms/dose spacer inhaler (AstraZeneca UK Ltd)
amp,101011000001104,0301011V0BBAJAK,Bricanyl 2.5mg/5ml solution for injection ampoules (AstraZeneca UK Ltd)
amp,3633911000001104,0301011V0BBALAD,Bricanyl 5mg/2ml Respules (AstraZeneca UK Ltd)
amp,364811000001103,0301011V0BBANAI,Bricanyl SA 7.5mg tablets (AstraZeneca UK Ltd)
amp,2831711000001102,0301011V0BBAQAX,Bricanyl 10mg/ml respirator solution (AstraZeneca UK Ltd)
amp,3218311000001103,0301011V0BBARBB,Bricanyl 500micrograms/dose Turbohaler (AstraZeneca UK Ltd)
amp,28011000001107,0301011V0BDABAG,Monovent 1.5mg/5ml syrup (Sandoz Ltd)
vmp,17313711000001107,0301011X0AAAAAA,Indacaterol 150microgram inhalation powder capsules with device
vmp,17313811000001104,0301011X0AAABAB,Indacaterol 300microgram inhalation powder capsules with device
amp,17300811000001109,0301011X0BBAAAA,Onbrez Breezhaler 150microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)
amp,17299911000001102,0301011X0BBABAB,Onbrez Breezhaler 300microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)
vmp,24670111000001108,0301011Z0AAAAAA,Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free
vmp,37692311000001106,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free
amp,24608011000001103,0301011Z0BBAAAA,Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)
amp,37678311000001100,0301011Z0BBABAB,Striverdi Respimat 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)
vmp,10514511000001106,0301012A0AAABAB,Adrenaline (base) 220micrograms/dose inhaler
vmp,10525011000001107,0301012A0AAACAC,Adrenaline (base) 220micrograms/dose inhaler refill
amp,10514711000001101,0301012A0BCABAB,Primatene Mist 220micrograms/dose inhaler (Imported (United States))
amp,10525611000001100,0301012A0BCACAC,Primatene Mist 220micrograms/dose inhaler refill (Imported (United States))
amp,20711000001107,0301012F0AAAAAA,Ephedrine hydrochloride 15mg tablets (Kent Pharmaceuticals Ltd)
amp,104411000001105,0301012F0AAAAAA,Ephedrine hydrochloride 15mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,211111000001103,0301012F0AAAAAA,Ephedrine hydrochloride 15mg tablets (A A H Pharmaceuticals Ltd)
amp,263011000001104,0301012F0AAAAAA,Ephedrine hydrochloride 15mg tablets (Wockhardt UK Ltd)
amp,29849611000001101,0301012F0AAAAAA,Ephedrine hydrochloride 15mg tablets (Sigma Pharmaceuticals Plc)
vmp,320296001,0301012F0AAAAAA,Ephedrine hydrochloride 15mg tablets
amp,97411000001105,0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,485911000001100,0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets (A A H Pharmaceuticals Ltd)
amp,663911000001102,0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets (Kent Pharmaceuticals Ltd)
amp,897511000001108,0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets (Wockhardt UK Ltd)
amp,29849811000001102,0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets (Sigma Pharmaceuticals Plc)
vmp,320297005,0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets
amp,75411000001109,0301012F0AAADAD,Ephedrine 15mg/5ml elixir (A A H Pharmaceuticals Ltd)
vmp,36072011000001107,0301012F0AAADAD,Ephedrine 15mg/5ml elixir
vmp,36072311000001105,0301012F0AAALAL,Ephedrine 4mg/5ml oral solution sugar free
amp,8464511000001101,0301012F0AAAUAU,Ephedrine 15mg/5ml oral suspension (Special Order)
vmp,8487511000001107,0301012F0AAAUAU,Ephedrine 15mg/5ml oral suspension
amp,12259911000001107,0301012F0AAAVAV,Ephedrine 4mg/5ml oral solution (Special Order)
vmp,12294411000001109,0301012F0AAAVAV,Ephedrine 4mg/5ml oral solution
amp,900911000001105,0301012F0BBAAAL,CAM Mixture (Cambridge Healthcare Supplies Ltd)
vmp,320324008,0301012S0AAAFAF,Orciprenaline 20mg tablets
vmp,36022711000001108,0301012S0AAAGAG,Orciprenaline 10mg/5ml oral solution sugar free
amp,897211000001105,0301012S0BBAAAF,Alupent 20mg tablets (Boehringer Ingelheim Ltd)
amp,599311000001108,0301012S0BBABAG,Alupent 10mg/5ml syrup (Boehringer Ingelheim Ltd)
vmp,36049311000001103,0301020I0AAAAAA,Ipratropium bromide 20micrograms/dose inhaler
amp,3221011000001103,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
amp,3222711000001108,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (The Boots Company Plc)
amp,3223511000001105,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,8097811000001100,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)
amp,9102111000001100,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd)
amp,10453611000001109,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
amp,11006311000001100,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
amp,15214311000001101,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)
amp,17933311000001107,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
amp,21720011000001109,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Advanz Pharma)
amp,22062511000001106,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)
amp,23949311000001100,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)
amp,30215011000001107,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
vmp,320347009,0301020I0AAACAC,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials
vmp,36049411000001105,0301020I0AAADAD,Ipratropium bromide 40micrograms/dose inhaler
amp,3225311000001103,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
amp,3226811000001104,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (The Boots Company Plc)
amp,3227511000001100,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,8097311000001109,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)
amp,9101911000001108,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Teva UK Ltd)
amp,10453411000001106,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
amp,11006111000001102,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
amp,15213511000001109,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)
amp,17933111000001105,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
amp,21719511000001100,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Advanz Pharma)
amp,22062311000001100,0301020I0AAAFAF,Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)
